Customer_ID,Age,Gender,City,Device_Type,Session_Duration,Pages_Viewed,Product_Category,Price,Discount,Purchase_History,Time_Spent_on_Product,Payment_Method,Cart_Value,Purchased
C05957,41,Male,Bangalore,Tablet,16,15,Fashion,2995,30,3,9,UPI,2096,Yes
C05958,25,Female,Mumbai,Laptop,7,13,Beauty,1285,10,9,7,Credit Card,1156,No
C05959,47,Female,Kolkata,Laptop,30,11,Beauty,770,20,8,16,UPI,616,Yes
C05960,54,Female,Chennai,Mobile,16,5,Home,4728,30,6,16,Credit Card,3309,No
C05961,21,Female,Kolkata,Tablet,12,6,Beauty,1781,25,9,17,UPI,1335,Yes
C05962,45,Female,Kolkata,Laptop,30,4,Fashion,3313,5,8,17,UPI,3147,No
C05963,42,Male,Delhi,Mobile,29,15,Electronics,25816,5,2,2,UPI,24525,No
C05964,20,Female,Kolkata,Tablet,20,10,Fashion,4984,5,9,7,Debit Card,4734,No
C05965,44,Male,Chennai,Tablet,13,3,Beauty,1890,30,1,8,UPI,1323,No
C05966,29,Female,Bangalore,Tablet,21,3,Fashion,1945,25,3,7,Credit Card,1458,No
C05967,34,Female,Kolkata,Laptop,13,12,Home,3823,15,8,7,Credit Card,3249,Yes
C05968,51,Female,Pune,Tablet,31,4,Home,3815,20,8,4,Credit Card,3052,No
C05969,37,Male,Chennai,Laptop,22,8,Beauty,1664,25,5,6,UPI,1248,Yes
C05970,42,Male,Mumbai,Laptop,18,11,Fashion,1782,20,7,4,Debit Card,1425,Yes
C05971,26,Female,Pune,Tablet,32,15,Fashion,4735,5,9,17,Debit Card,4498,No
C05972,49,Male,Hyderabad,Mobile,10,10,Electronics,13773,5,3,14,UPI,13084,No
C05973,38,Male,Delhi,Laptop,20,3,Electronics,13668,20,3,7,Debit Card,10934,No
C05974,38,Male,Hyderabad,Mobile,11,7,Beauty,767,25,5,11,UPI,575,Yes
C05975,49,Male,Kolkata,Tablet,10,10,Home,1729,30,2,7,Credit Card,1210,No
C05976,26,Male,Bangalore,Laptop,12,4,Electronics,26432,5,9,7,Debit Card,25110,No
C05977,25,Male,Delhi,Laptop,34,11,Beauty,1848,20,7,16,Debit Card,1478,Yes
C05978,31,Male,Mumbai,Mobile,20,4,Home,1911,25,10,8,Credit Card,1433,No
C05979,40,Male,Mumbai,Laptop,18,12,Home,5845,5,5,5,Debit Card,5552,No
C05980,42,Female,Hyderabad,Tablet,32,3,Home,4173,5,10,6,UPI,3964,No
C05981,50,Female,Hyderabad,Tablet,18,7,Fashion,4233,25,6,4,Debit Card,3174,Yes
C05982,34,Male,Delhi,Laptop,22,6,Home,3253,30,5,3,UPI,2277,Yes
C05983,21,Female,Delhi,Mobile,22,9,Beauty,837,10,6,17,Debit Card,753,Yes
C05984,38,Male,Mumbai,Mobile,15,11,Fashion,4663,30,2,7,UPI,3264,Yes
C05985,48,Male,Delhi,Laptop,33,6,Home,4079,30,1,9,Debit Card,2855,Yes
C05986,18,Female,Hyderabad,Laptop,22,4,Home,3559,20,8,16,UPI,2847,No
C05987,33,Female,Chennai,Tablet,20,10,Fashion,3308,5,8,12,UPI,3142,No
C05988,44,Male,Hyderabad,Mobile,17,8,Fashion,2656,20,10,11,UPI,2124,Yes
C05989,55,Male,Chennai,Mobile,19,13,Fashion,1695,25,2,17,Credit Card,1271,Yes
C05990,35,Male,Mumbai,Laptop,7,6,Home,3987,15,1,7,Debit Card,3388,No
C05991,23,Female,Chennai,Laptop,5,12,Home,5781,15,9,11,UPI,4913,No
C05992,35,Male,Kolkata,Mobile,22,5,Home,4789,5,3,6,Debit Card,4549,No
C05993,32,Female,Bangalore,Mobile,26,9,Home,5686,30,7,8,Credit Card,3980,Yes
C05994,33,Male,Delhi,Tablet,13,8,Electronics,23550,5,5,9,Credit Card,22372,No
C05995,24,Female,Delhi,Tablet,11,3,Beauty,828,20,2,3,Debit Card,662,No
C05996,34,Female,Chennai,Mobile,34,12,Electronics,16223,20,10,14,UPI,12978,Yes
C05997,29,Female,Delhi,Mobile,21,10,Beauty,1237,15,9,12,UPI,1051,Yes
C05998,48,Female,Hyderabad,Tablet,31,3,Beauty,1956,20,9,3,Debit Card,1564,No
C05999,43,Female,Bangalore,Mobile,23,10,Beauty,1085,30,5,17,UPI,759,Yes
C06000,29,Male,Chennai,Tablet,19,10,Home,3903,15,8,11,Credit Card,3317,Yes
C06001,47,Male,Chennai,Mobile,21,14,Home,4279,25,9,8,Credit Card,3209,Yes
C06002,52,Female,Kolkata,Laptop,14,14,Fashion,4804,10,8,13,Credit Card,4323,Yes
C06003,23,Male,Pune,Laptop,18,7,Fashion,2936,20,1,4,Debit Card,2348,Yes
C06004,40,Female,Mumbai,Laptop,17,14,Electronics,25689,5,6,6,Credit Card,24404,No
C06005,55,Male,Bangalore,Mobile,22,7,Home,4760,10,2,15,Debit Card,4284,Yes
C06006,35,Female,Bangalore,Laptop,26,8,Home,3146,10,4,17,Credit Card,2831,Yes
C06007,39,Male,Hyderabad,Tablet,11,13,Fashion,1928,30,2,10,Debit Card,1349,Yes
C06008,33,Male,Delhi,Laptop,21,7,Fashion,3054,30,3,2,Credit Card,2137,Yes
C06009,45,Female,Delhi,Mobile,13,9,Beauty,1929,5,1,20,UPI,1832,No
C06010,19,Male,Kolkata,Tablet,34,3,Electronics,9286,5,4,7,Debit Card,8821,No
C06011,44,Female,Chennai,Mobile,19,10,Electronics,24650,30,9,14,Credit Card,17255,Yes
C06012,37,Male,Chennai,Mobile,35,9,Beauty,1347,15,1,6,Debit Card,1144,Yes
C06013,36,Male,Delhi,Mobile,29,3,Fashion,1545,25,2,13,UPI,1158,No
C06014,41,Male,Chennai,Laptop,23,4,Beauty,649,25,8,14,Debit Card,486,No
C06015,43,Male,Chennai,Mobile,14,4,Fashion,1870,25,1,5,Debit Card,1402,No
C06016,21,Female,Pune,Mobile,8,9,Beauty,1101,15,7,2,Debit Card,935,No
C06017,32,Female,Hyderabad,Laptop,13,11,Electronics,23970,30,6,2,Credit Card,16779,Yes
C06018,53,Male,Bangalore,Mobile,35,5,Fashion,1472,15,4,10,Debit Card,1251,No
C06019,49,Female,Mumbai,Mobile,31,9,Home,2085,30,1,9,Credit Card,1459,Yes
C06020,40,Male,Delhi,Mobile,17,6,Beauty,1922,20,9,20,Debit Card,1537,Yes
C06021,29,Male,Hyderabad,Tablet,19,12,Fashion,4904,30,3,16,Debit Card,3432,Yes
C06022,43,Male,Mumbai,Tablet,14,13,Beauty,941,15,6,13,Debit Card,799,Yes
C06023,19,Male,Mumbai,Mobile,26,11,Electronics,16603,30,10,20,Credit Card,11622,Yes
C06024,26,Female,Mumbai,Laptop,23,7,Fashion,4865,5,2,20,Credit Card,4621,No
C06025,41,Female,Hyderabad,Tablet,20,2,Home,3875,15,6,20,Debit Card,3293,No
C06026,24,Female,Delhi,Mobile,29,3,Electronics,12483,5,4,18,Debit Card,11858,No
C06027,48,Male,Pune,Laptop,7,5,Beauty,545,15,3,4,UPI,463,No
C06028,24,Male,Bangalore,Laptop,18,10,Beauty,1746,20,6,6,UPI,1396,Yes
C06029,20,Male,Hyderabad,Laptop,22,8,Home,3954,10,6,12,Debit Card,3558,Yes
C06030,45,Female,Kolkata,Mobile,10,4,Electronics,29081,15,5,11,UPI,24718,No
C06031,47,Male,Bangalore,Laptop,35,15,Beauty,1519,10,10,6,Debit Card,1367,Yes
C06032,31,Female,Kolkata,Tablet,31,2,Beauty,518,20,5,18,Debit Card,414,No
C06033,49,Male,Pune,Mobile,15,14,Fashion,4878,25,10,12,UPI,3658,Yes
C06034,47,Female,Pune,Mobile,6,6,Beauty,1489,5,1,11,Debit Card,1414,No
C06035,30,Male,Pune,Laptop,17,4,Beauty,1009,10,6,12,UPI,908,No
C06036,52,Male,Chennai,Tablet,14,5,Fashion,1638,30,7,7,UPI,1146,No
C06037,39,Male,Chennai,Mobile,14,10,Fashion,2865,10,3,9,UPI,2578,Yes
C06038,22,Female,Chennai,Laptop,18,9,Home,1744,10,9,3,Debit Card,1569,Yes
C06039,38,Female,Bangalore,Tablet,15,13,Fashion,1252,10,10,17,UPI,1126,Yes
C06040,20,Male,Pune,Mobile,13,14,Home,3272,10,1,13,UPI,2944,Yes
C06041,55,Male,Kolkata,Tablet,23,14,Fashion,4358,15,1,20,Credit Card,3704,Yes
C06042,19,Male,Pune,Tablet,34,9,Beauty,1531,15,9,14,Credit Card,1301,Yes
C06043,38,Female,Mumbai,Mobile,16,4,Beauty,1400,20,9,13,Credit Card,1120,No
C06044,39,Female,Pune,Laptop,31,14,Home,4053,10,10,7,Credit Card,3647,Yes
C06045,49,Female,Bangalore,Mobile,24,5,Fashion,4292,15,3,15,Credit Card,3648,No
C06046,37,Female,Mumbai,Mobile,29,15,Fashion,1369,20,7,3,Debit Card,1095,Yes
C06047,40,Male,Mumbai,Tablet,30,3,Home,5985,20,2,11,UPI,4788,No
C06048,19,Male,Pune,Laptop,19,9,Beauty,1775,10,2,7,Credit Card,1597,Yes
C06049,21,Female,Hyderabad,Mobile,21,8,Fashion,2536,10,4,4,Credit Card,2282,Yes
C06050,39,Female,Mumbai,Mobile,28,9,Fashion,3587,15,8,16,Debit Card,3048,Yes
C06051,45,Male,Bangalore,Tablet,35,8,Home,5893,15,9,6,Credit Card,5009,Yes
C06052,45,Female,Delhi,Tablet,30,8,Electronics,19314,30,9,20,Credit Card,13519,Yes
C06053,32,Male,Pune,Mobile,27,9,Home,5821,5,5,11,Debit Card,5529,No
C06054,26,Male,Chennai,Tablet,19,8,Electronics,28449,5,8,12,UPI,27026,No
C06055,38,Female,Bangalore,Mobile,34,13,Home,4392,15,2,3,Credit Card,3733,Yes
C06056,37,Male,Hyderabad,Tablet,17,14,Beauty,713,5,6,19,Debit Card,677,No
C06057,19,Male,Chennai,Mobile,28,10,Beauty,758,25,8,2,UPI,568,Yes
C06058,29,Female,Hyderabad,Mobile,25,3,Home,4825,10,5,7,UPI,4342,No
C06059,42,Male,Delhi,Tablet,33,3,Electronics,21231,25,8,15,Debit Card,15923,No
C06060,18,Female,Delhi,Mobile,15,14,Fashion,4499,20,9,6,Debit Card,3599,Yes
C06061,22,Female,Pune,Laptop,7,11,Electronics,12292,30,4,7,Credit Card,8604,No
C06062,24,Male,Kolkata,Tablet,20,14,Fashion,1516,15,8,13,Debit Card,1288,Yes
C06063,26,Male,Mumbai,Mobile,30,2,Fashion,4525,15,9,20,Debit Card,3846,No
C06064,21,Female,Chennai,Tablet,13,14,Fashion,4975,5,8,6,UPI,4726,No
C06065,21,Female,Kolkata,Laptop,11,14,Electronics,10331,25,7,16,UPI,7748,Yes
C06066,22,Female,Hyderabad,Mobile,16,2,Home,3965,15,6,8,UPI,3370,No
C06067,53,Male,Mumbai,Mobile,9,7,Home,5131,5,10,20,Credit Card,4874,No
C06068,30,Female,Kolkata,Mobile,12,7,Electronics,19207,15,1,16,Credit Card,16325,Yes
C06069,34,Female,Bangalore,Tablet,22,15,Beauty,1916,10,10,10,UPI,1724,Yes
C06070,44,Male,Mumbai,Mobile,14,7,Fashion,4087,25,5,19,Debit Card,3065,Yes
C06071,18,Female,Kolkata,Mobile,29,2,Beauty,1589,15,6,18,Credit Card,1350,No
C06072,39,Female,Bangalore,Mobile,9,4,Beauty,1974,20,7,2,UPI,1579,No
C06073,24,Male,Chennai,Laptop,32,9,Fashion,2375,10,8,20,UPI,2137,Yes
C06074,36,Female,Delhi,Laptop,33,3,Electronics,21290,20,8,11,Debit Card,17032,No
C06075,27,Male,Pune,Mobile,32,14,Fashion,1060,20,4,10,Credit Card,848,Yes
C06076,30,Female,Bangalore,Mobile,26,12,Home,2868,15,8,13,Credit Card,2437,Yes
C06077,29,Male,Chennai,Mobile,15,5,Home,5237,10,5,18,Credit Card,4713,No
C06078,51,Male,Mumbai,Mobile,33,7,Fashion,2378,5,3,7,Credit Card,2259,No
C06079,46,Female,Pune,Laptop,25,11,Electronics,14306,10,9,10,Credit Card,12875,Yes
C06080,25,Male,Chennai,Mobile,15,10,Beauty,1906,30,8,12,UPI,1334,Yes
C06081,28,Male,Kolkata,Mobile,32,12,Fashion,3963,5,1,11,UPI,3764,No
C06082,27,Male,Pune,Laptop,9,2,Fashion,1926,30,9,17,Debit Card,1348,No
C06083,31,Female,Delhi,Mobile,16,15,Electronics,9780,10,2,12,Debit Card,8802,Yes
C06084,44,Male,Hyderabad,Mobile,17,8,Beauty,1658,15,4,15,Credit Card,1409,Yes
C06085,50,Female,Pune,Tablet,34,6,Electronics,27849,25,8,19,Debit Card,20886,Yes
C06086,38,Male,Kolkata,Mobile,27,12,Home,3906,15,6,9,Debit Card,3320,Yes
C06087,28,Female,Chennai,Laptop,11,9,Home,4052,10,9,8,UPI,3646,Yes
C06088,50,Female,Bangalore,Laptop,35,8,Beauty,970,10,5,7,Debit Card,873,Yes
C06089,20,Male,Bangalore,Laptop,13,13,Electronics,20423,25,3,11,Debit Card,15317,Yes
C06090,47,Female,Bangalore,Laptop,26,6,Electronics,10315,30,5,3,Credit Card,7220,Yes
C06091,41,Female,Chennai,Laptop,16,3,Fashion,4802,20,8,10,Debit Card,3841,No
C06092,19,Female,Delhi,Mobile,16,3,Fashion,3103,10,5,13,Credit Card,2792,No
C06093,28,Male,Mumbai,Laptop,26,11,Home,4956,15,2,12,Debit Card,4212,Yes
C06094,52,Male,Mumbai,Tablet,35,5,Electronics,27461,15,8,14,UPI,23341,No
C06095,39,Female,Chennai,Laptop,28,15,Home,5045,5,3,10,Debit Card,4792,No
C06096,53,Male,Mumbai,Laptop,13,3,Home,4628,20,10,14,Debit Card,3702,No
C06097,31,Male,Delhi,Tablet,10,15,Electronics,17380,30,10,9,Credit Card,12166,No
C06098,31,Female,Pune,Tablet,26,4,Electronics,25014,10,2,4,Debit Card,22512,No
C06099,43,Female,Chennai,Tablet,13,15,Home,5170,25,7,18,Credit Card,3877,Yes
C06100,30,Male,Bangalore,Laptop,7,10,Electronics,11182,20,10,10,Credit Card,8945,No
C06101,25,Male,Chennai,Tablet,20,12,Electronics,24526,30,8,3,Debit Card,17168,Yes
C06102,25,Female,Mumbai,Tablet,23,10,Beauty,1049,5,6,10,UPI,996,No
C06103,54,Male,Hyderabad,Tablet,23,6,Home,2494,5,8,11,UPI,2369,No
C06104,42,Male,Delhi,Mobile,9,9,Home,1733,15,6,4,UPI,1473,No
C06105,28,Female,Kolkata,Tablet,23,12,Fashion,3661,20,1,19,UPI,2928,Yes
C06106,21,Male,Delhi,Laptop,26,6,Fashion,4721,5,9,20,UPI,4484,No
C06107,20,Male,Delhi,Tablet,32,11,Fashion,2045,20,1,5,UPI,1636,Yes
C06108,52,Female,Delhi,Tablet,25,11,Beauty,865,20,4,5,Debit Card,692,Yes
C06109,39,Male,Hyderabad,Mobile,5,10,Beauty,1395,20,1,10,Debit Card,1116,No
C06110,26,Female,Kolkata,Tablet,19,11,Electronics,14977,15,5,3,Credit Card,12730,Yes
C06111,35,Male,Pune,Tablet,21,4,Fashion,4490,15,10,18,Credit Card,3816,No
C06112,52,Female,Chennai,Tablet,26,3,Beauty,1078,25,5,4,UPI,808,No
C06113,23,Male,Mumbai,Laptop,23,8,Electronics,19474,25,4,17,UPI,14605,Yes
C06114,43,Male,Chennai,Mobile,12,7,Fashion,2602,15,4,14,UPI,2211,Yes
C06115,25,Male,Kolkata,Tablet,30,10,Beauty,618,30,6,17,UPI,432,Yes
C06116,45,Male,Kolkata,Tablet,21,6,Beauty,2000,15,5,18,Credit Card,1700,Yes
C06117,20,Male,Hyderabad,Laptop,13,8,Electronics,16746,20,10,10,Debit Card,13396,Yes
C06118,33,Female,Chennai,Tablet,6,3,Beauty,1365,25,6,19,Credit Card,1023,No
C06119,47,Female,Hyderabad,Tablet,15,5,Fashion,2257,25,8,12,UPI,1692,No
C06120,31,Male,Mumbai,Tablet,17,3,Fashion,1515,20,1,9,Debit Card,1212,No
C06121,43,Male,Pune,Laptop,28,9,Home,2585,30,4,14,Debit Card,1809,Yes
C06122,30,Female,Pune,Tablet,5,12,Fashion,2851,5,8,4,Debit Card,2708,No
C06123,45,Female,Hyderabad,Tablet,5,9,Home,4803,5,3,3,Credit Card,4562,No
C06124,44,Female,Delhi,Laptop,17,7,Beauty,1298,10,7,8,Credit Card,1168,Yes
C06125,30,Male,Mumbai,Tablet,9,14,Fashion,4623,10,4,3,Credit Card,4160,No
C06126,29,Male,Bangalore,Mobile,20,11,Fashion,4701,5,5,19,Credit Card,4465,No
C06127,54,Male,Chennai,Tablet,6,14,Electronics,13715,10,4,12,Credit Card,12343,No
C06128,54,Male,Pune,Laptop,25,9,Home,1556,5,3,6,Debit Card,1478,No
C06129,26,Male,Bangalore,Mobile,12,5,Beauty,529,30,5,12,Credit Card,370,No
C06130,35,Male,Pune,Tablet,33,7,Electronics,23482,30,5,4,UPI,16437,Yes
C06131,32,Male,Hyderabad,Mobile,11,15,Beauty,1687,20,5,9,Debit Card,1349,Yes
C06132,27,Female,Hyderabad,Mobile,7,5,Electronics,8631,30,4,9,Debit Card,6041,No
C06133,30,Male,Chennai,Tablet,19,13,Fashion,4867,30,7,4,Credit Card,3406,Yes
C06134,21,Female,Chennai,Tablet,18,3,Home,4488,20,2,12,Debit Card,3590,No
C06135,24,Male,Pune,Mobile,5,8,Home,2738,25,3,7,UPI,2053,No
C06136,22,Female,Pune,Tablet,23,13,Home,5781,25,4,6,UPI,4335,Yes
C06137,22,Male,Pune,Tablet,24,14,Electronics,8235,20,3,9,UPI,6588,Yes
C06138,27,Female,Delhi,Tablet,19,10,Fashion,4280,5,2,11,Credit Card,4066,No
C06139,25,Male,Hyderabad,Tablet,11,6,Home,3551,10,6,9,Credit Card,3195,Yes
C06140,36,Male,Delhi,Tablet,29,6,Electronics,24250,25,6,19,Credit Card,18187,Yes
C06141,48,Female,Bangalore,Mobile,11,11,Fashion,3076,30,4,4,UPI,2153,Yes
C06142,22,Female,Chennai,Mobile,24,15,Electronics,8347,15,4,20,Credit Card,7094,Yes
C06143,54,Male,Mumbai,Laptop,33,3,Electronics,29938,30,3,11,UPI,20956,No
C06144,40,Male,Delhi,Tablet,26,8,Fashion,1435,5,7,7,Credit Card,1363,No
C06145,53,Female,Delhi,Mobile,35,10,Beauty,1458,20,9,15,UPI,1166,Yes
C06146,48,Female,Pune,Tablet,19,13,Fashion,3306,20,3,2,Credit Card,2644,Yes
C06147,28,Female,Delhi,Tablet,22,12,Electronics,9902,5,5,4,UPI,9406,No
C06148,19,Male,Delhi,Tablet,25,4,Fashion,1193,20,6,5,UPI,954,No
C06149,48,Female,Hyderabad,Mobile,32,15,Home,2473,15,3,18,Debit Card,2102,Yes
C06150,19,Male,Delhi,Tablet,34,8,Electronics,19950,15,7,20,UPI,16957,Yes
C06151,41,Male,Hyderabad,Laptop,25,12,Home,2213,20,1,10,UPI,1770,Yes
C06152,21,Female,Chennai,Mobile,31,2,Beauty,1644,25,8,12,UPI,1233,No
C06153,42,Male,Mumbai,Mobile,32,13,Home,3921,5,4,9,Debit Card,3724,No
C06154,30,Female,Hyderabad,Tablet,6,15,Fashion,3798,5,1,8,Credit Card,3608,No
C06155,48,Male,Bangalore,Mobile,12,15,Fashion,2301,25,3,8,Credit Card,1725,Yes
C06156,19,Female,Mumbai,Laptop,14,12,Electronics,20124,20,1,18,Debit Card,16099,Yes
C06157,30,Male,Hyderabad,Laptop,32,2,Home,2284,20,2,11,UPI,1827,No
C06158,39,Female,Mumbai,Tablet,14,11,Electronics,29228,30,9,20,UPI,20459,Yes
C06159,37,Female,Pune,Laptop,19,13,Home,4946,30,5,9,UPI,3462,Yes
C06160,32,Male,Delhi,Mobile,11,2,Home,5985,5,9,5,Credit Card,5685,No
C06161,50,Female,Mumbai,Laptop,5,15,Beauty,756,25,3,13,Debit Card,567,No
C06162,20,Female,Hyderabad,Mobile,35,11,Home,3467,20,4,9,UPI,2773,Yes
C06163,22,Male,Kolkata,Tablet,32,5,Beauty,1222,15,7,19,Credit Card,1038,No
C06164,21,Male,Mumbai,Mobile,25,10,Electronics,20262,10,9,11,Credit Card,18235,Yes
C06165,54,Male,Chennai,Tablet,16,3,Fashion,4516,10,5,14,Credit Card,4064,No
C06166,22,Male,Pune,Laptop,33,11,Electronics,16356,20,2,7,UPI,13084,Yes
C06167,25,Female,Bangalore,Tablet,19,11,Fashion,2124,5,1,16,Credit Card,2017,No
C06168,22,Female,Pune,Mobile,8,13,Electronics,26402,30,4,5,Credit Card,18481,No
C06169,33,Female,Kolkata,Tablet,28,11,Beauty,915,10,2,13,Credit Card,823,Yes
C06170,32,Male,Kolkata,Tablet,30,9,Home,3155,5,8,12,UPI,2997,No
C06171,52,Female,Bangalore,Mobile,34,12,Fashion,2046,5,1,3,UPI,1943,No
C06172,38,Male,Chennai,Tablet,15,15,Electronics,25466,10,6,3,Debit Card,22919,Yes
C06173,20,Male,Mumbai,Tablet,20,13,Home,1604,30,9,20,Credit Card,1122,Yes
C06174,41,Female,Pune,Tablet,28,6,Fashion,4748,10,6,4,Debit Card,4273,Yes
C06175,53,Male,Pune,Mobile,30,8,Home,2984,5,5,20,UPI,2834,No
C06176,52,Female,Bangalore,Laptop,28,5,Home,3838,20,8,20,UPI,3070,No
C06177,49,Female,Hyderabad,Tablet,32,5,Fashion,1023,15,6,4,Credit Card,869,No
C06178,47,Male,Kolkata,Laptop,31,7,Fashion,4017,30,4,2,Credit Card,2811,Yes
C06179,32,Female,Hyderabad,Laptop,22,3,Home,5690,10,7,18,Credit Card,5121,No
C06180,36,Female,Mumbai,Mobile,26,9,Fashion,1456,15,1,6,Debit Card,1237,Yes
C06181,19,Male,Bangalore,Mobile,22,3,Electronics,15277,25,2,4,UPI,11457,No
C06182,37,Male,Chennai,Laptop,16,11,Beauty,1600,20,3,4,Credit Card,1280,Yes
C06183,31,Female,Hyderabad,Laptop,28,13,Home,3419,5,6,8,Credit Card,3248,No
C06184,34,Female,Delhi,Laptop,5,14,Fashion,4667,10,9,6,Debit Card,4200,No
C06185,52,Male,Chennai,Mobile,12,9,Electronics,27045,15,9,19,UPI,22988,Yes
C06186,49,Male,Kolkata,Mobile,34,9,Electronics,18078,20,4,13,Credit Card,14462,Yes
C06187,36,Male,Hyderabad,Laptop,18,15,Beauty,939,30,9,16,UPI,657,Yes
C06188,21,Male,Kolkata,Mobile,11,10,Fashion,4130,10,3,17,UPI,3717,Yes
C06189,37,Female,Mumbai,Mobile,20,13,Home,1732,10,7,13,Credit Card,1558,Yes
C06190,53,Female,Hyderabad,Mobile,13,7,Electronics,13423,10,4,5,UPI,12080,Yes
C06191,50,Male,Hyderabad,Laptop,25,6,Electronics,18675,30,2,10,UPI,13072,Yes
C06192,51,Male,Chennai,Mobile,20,12,Home,1877,25,10,10,Debit Card,1407,Yes
C06193,35,Female,Bangalore,Tablet,32,12,Electronics,14615,10,5,3,Credit Card,13153,Yes
C06194,27,Male,Pune,Laptop,18,3,Fashion,1887,15,5,16,UPI,1603,No
C06195,33,Female,Bangalore,Mobile,32,14,Home,4138,15,7,8,Credit Card,3517,Yes
C06196,53,Male,Delhi,Mobile,32,12,Home,5295,20,2,19,UPI,4236,Yes
C06197,46,Female,Hyderabad,Mobile,9,14,Fashion,3535,20,7,13,UPI,2828,No
C06198,52,Female,Pune,Mobile,25,6,Electronics,27445,5,9,7,Credit Card,26072,No
C06199,35,Female,Pune,Laptop,13,7,Beauty,1214,25,10,6,Credit Card,910,Yes
C06200,19,Female,Chennai,Mobile,12,9,Fashion,2701,15,4,13,UPI,2295,Yes
C06201,49,Male,Mumbai,Mobile,14,8,Fashion,1217,20,1,3,Debit Card,973,Yes
C06202,39,Male,Kolkata,Mobile,13,4,Beauty,944,10,4,4,UPI,849,No
C06203,29,Female,Delhi,Tablet,15,9,Home,5408,15,5,8,Credit Card,4596,Yes
C06204,43,Female,Mumbai,Laptop,35,4,Electronics,21108,5,9,9,Credit Card,20052,No
C06205,20,Male,Kolkata,Tablet,23,9,Home,1530,25,4,20,UPI,1147,Yes
C06206,35,Female,Delhi,Laptop,30,14,Fashion,2490,10,10,12,Credit Card,2241,Yes
C06207,28,Male,Pune,Laptop,14,4,Beauty,773,20,8,4,Debit Card,618,No
C06208,52,Male,Chennai,Tablet,20,2,Electronics,14832,20,2,20,UPI,11865,No
C06209,44,Female,Chennai,Mobile,10,14,Fashion,1492,30,8,16,Credit Card,1044,No
C06210,55,Female,Kolkata,Mobile,14,6,Beauty,1481,30,3,2,Credit Card,1036,Yes
C06211,39,Male,Mumbai,Laptop,28,14,Beauty,1705,20,10,5,Debit Card,1364,Yes
C06212,45,Male,Chennai,Laptop,9,14,Home,3504,25,7,3,Credit Card,2628,No
C06213,32,Male,Bangalore,Laptop,23,10,Fashion,1851,30,4,19,Debit Card,1295,Yes
C06214,22,Female,Hyderabad,Laptop,29,5,Home,4930,10,10,7,UPI,4437,No
C06215,24,Female,Hyderabad,Mobile,28,8,Fashion,2569,30,10,18,Credit Card,1798,Yes
C06216,46,Male,Delhi,Tablet,26,3,Electronics,19575,30,10,16,UPI,13702,No
C06217,37,Female,Kolkata,Laptop,21,7,Electronics,9207,25,5,16,Debit Card,6905,Yes
C06218,34,Female,Kolkata,Tablet,29,15,Fashion,3397,10,7,5,Credit Card,3057,Yes
C06219,44,Male,Pune,Tablet,24,2,Beauty,1674,10,10,14,Debit Card,1506,No
C06220,42,Male,Pune,Laptop,28,13,Beauty,1427,20,4,14,Credit Card,1141,Yes
C06221,32,Female,Mumbai,Laptop,12,8,Electronics,8605,20,6,13,UPI,6884,Yes
C06222,34,Male,Pune,Tablet,13,3,Fashion,4905,25,4,18,Debit Card,3678,No
C06223,21,Male,Bangalore,Laptop,15,4,Fashion,1018,30,8,2,Credit Card,712,No
C06224,48,Female,Bangalore,Tablet,10,7,Beauty,1946,5,7,15,Credit Card,1848,No
C06225,20,Male,Hyderabad,Tablet,5,4,Electronics,12743,10,3,11,Credit Card,11468,No
C06226,42,Female,Bangalore,Tablet,18,7,Electronics,23498,30,6,19,Credit Card,16448,Yes
C06227,43,Female,Mumbai,Laptop,16,9,Electronics,17788,10,9,18,UPI,16009,Yes
C06228,30,Male,Mumbai,Tablet,28,10,Home,1707,25,10,5,UPI,1280,Yes
C06229,43,Male,Chennai,Laptop,29,6,Home,5168,20,5,7,Credit Card,4134,Yes
C06230,31,Female,Hyderabad,Tablet,35,6,Electronics,22975,5,6,11,Credit Card,21826,No
C06231,27,Male,Kolkata,Tablet,9,8,Home,4681,30,6,6,Debit Card,3276,No
C06232,44,Female,Pune,Tablet,31,6,Beauty,726,25,10,4,Debit Card,544,Yes
C06233,45,Female,Hyderabad,Mobile,20,5,Electronics,9507,5,2,16,Debit Card,9031,No
C06234,48,Female,Chennai,Laptop,35,12,Electronics,9716,10,3,2,UPI,8744,Yes
C06235,33,Female,Delhi,Mobile,11,10,Fashion,1559,10,6,12,UPI,1403,Yes
C06236,27,Male,Hyderabad,Laptop,8,4,Home,4254,30,7,7,Debit Card,2977,No
C06237,24,Male,Pune,Mobile,10,7,Home,1715,25,5,5,UPI,1286,No
C06238,30,Female,Delhi,Laptop,16,4,Home,4065,5,8,14,Credit Card,3861,No
C06239,44,Male,Chennai,Laptop,32,11,Home,1713,25,3,15,UPI,1284,Yes
C06240,50,Female,Delhi,Tablet,20,4,Electronics,29744,30,4,5,Credit Card,20820,No
C06241,30,Male,Chennai,Mobile,14,5,Fashion,3089,25,6,18,Debit Card,2316,No
C06242,36,Female,Bangalore,Tablet,26,11,Electronics,21583,25,10,19,UPI,16187,Yes
C06243,53,Male,Mumbai,Laptop,7,2,Home,3984,25,1,17,UPI,2988,No
C06244,24,Male,Pune,Laptop,13,8,Electronics,20615,30,9,18,Credit Card,14430,Yes
